year,month,date,prefectureNameJ,prefectureNameE,testedPositive,peopleTested,hospitalized,serious,discharged,deaths,effectiveReproductionNumber
2020,4,10,鳥取県,Tottori,1,299,1,,0,0,
2020,4,10,島根県,Shimane,2,205,2,,0,0,
2020,4,10,岡山県,Okayama,16,595,15,,1,0,1
2020,4,10,広島県,Hiroshima,25,1714,22,,3,0,2.81
2020,4,10,山口県,Yamaguchi,17,557,14,,3,0,5.18
2020,4,10,徳島県,Tokushima,3,228,2,,1,0,0
2020,4,10,香川県,Kagawa,4,480,4,,0,0,1.64
2020,4,10,愛媛県,Ehime,28,545,23,,4,1,1.88
2020,4,10,高知県,Kochi,52,781,40,,12,0,2.63
2020,4,10,福岡県,Fukuoka,224,4109,217,,7,0,2.15
2020,4,10,佐賀県,Saga,12,356,11,,1,0,1.49
2020,4,10,長崎県,Nagasaki,14,933,12,,2,0,1.27
2020,4,10,熊本県,Kumamoto,23,1693,18,,4,1,1.4
2020,4,10,大分県,Oita,42,2070,32,,10,0,1.54
2020,4,10,宮崎県,Miyazaki,16,585,13,,3,0,5.9
2020,4,10,鹿児島県,Kagoshima,3,523,3,,0,0,0
2020,4,10,沖縄県,Okinawa,48,680,46,,3,0,4.18
2020,4,11,北海道,Hokkaido,255,3048,86,5,159,10,2.17
2020,4,11,青森県,Aomori,22,313,19,,3,0,1.76
2020,4,11,岩手県,Iwate,0,136,,,,,
2020,4,11,宮城県,Miyagi,46,660,45,,1,0,1.3
2020,4,11,秋田県,Akita,13,491,8,,5,0,0.61
2020,4,11,山形県,Yamagata,32,782,32,,0,0,
2020,4,11,福島県,Fukushima,37,541,34,,3,0,1.59
2020,4,11,茨城県,Ibaraki,91,2221,80,,8,3,0.77
2020,4,11,栃木県,Tochigi,32,1003,27,,5,0,3.6
2020,4,11,群馬県,Gunma,79,1495,72,,5,2,3.34
2020,4,11,埼玉県,Saitama,345,2216,315,,25,5,1.96
2020,4,11,千葉県,Chiba,411,1743,369,,38,4,1.68
2020,4,11,東京都,Tokyo,1950,6647,1858,34,52,40,1.61
2020,4,11,神奈川県,Kanagawa,514,2604,415,,44,6,1.78
2020,4,11,新潟県,Niigata,41,1587,17,,24,0,4.8
2020,4,11,富山県,Toyama,23,646,23,,0,0,
2020,4,11,石川県,Ishikawa,104,562,99,,5,0,2.26
2020,4,11,福井県,Fukui,86,515,78,,6,2,1.21
2020,4,11,山梨県,Yamanashi,32,1013,30,,2,0,2.19
2020,4,11,長野県,Nagano,28,899,25,,3,0,2.4
2020,4,11,岐阜県,Gifu,91,1185,85,,5,1,1.51
2020,4,11,静岡県,Shizuoka,39,1426,36,,3,0,3.08
2020,4,11,愛知県,Aichi,317,3990,255,,63,22,1.61
2020,4,11,三重県,Mie,17,906,12,,5,0,1.44
2020,4,11,滋賀県,Shiga,38,487,35,,3,0,1.59
2020,4,11,京都府,Kyoto,181,1968,147,,33,1,1.08
2020,4,11,大阪府,Osaka,766,7073,640,,143,6,1.6
2020,4,11,兵庫県,Hyogo,358,4180,248,8,91,14,1.99
2020,4,11,奈良県,Nara,39,539,31,,8,0,1.11
2020,4,11,和歌山県,Wakayama,33,1989,15,,17,1,2.19
2020,4,11,鳥取県,Tottori,1,299,1,,0,0,
2020,4,11,島根県,Shimane,6,205,6,,0,0,
2020,4,11,岡山県,Okayama,16,595,15,,1,0,0.9
2020,4,11,広島県,Hiroshima,31,1754,28,,3,0,1.64
2020,4,11,山口県,Yamaguchi,19,557,16,,3,0,5.9
2020,4,11,徳島県,Tokushima,3,228,0,,3,0,0
2020,4,11,香川県,Kagawa,4,480,3,,1,0,1.64
2020,4,11,愛媛県,Ehime,30,545,25,,4,1,1.78
2020,4,11,高知県,Kochi,54,814,41,,13,0,2.05
2020,4,11,福岡県,Fukuoka,332,4137,325,,7,0,3.49
2020,4,11,佐賀県,Saga,12,367,11,,1,0,1.14
2020,4,11,長崎県,Nagasaki,14,933,12,,2,0,1
2020,4,11,熊本県,Kumamoto,23,1728,18,,4,1,1.12
2020,4,11,大分県,Oita,42,2070,32,,10,0,2.06
2020,4,11,宮崎県,Miyazaki,17,612,14,,3,0,6.25
2020,4,11,鹿児島県,Kagoshima,4,523,4,,0,0,0.61
2020,4,11,沖縄県,Okinawa,56,680,46,,3,0,3.16
2020,4,12,北海道,Hokkaido,267,3195,98,5,161,11,2.72
2020,4,12,青森県,Aomori,22,313,19,,3,0,2.06
2020,4,12,岩手県,Iwate,0,136,0,,0,0,
2020,4,12,宮城県,Miyagi,52,660,50,,2,0,1.26
2020,4,12,秋田県,Akita,15,491,10,,5,0,0.67
2020,4,12,山形県,Yamagata,34,782,34,,0,0,
2020,4,12,福島県,Fukushima,38,541,35,,3,0,1.38
2020,4,12,茨城県,Ibaraki,109,2221,97,,9,3,0.95
2020,4,12,栃木県,Tochigi,35,1003,30,,5,0,5.36
2020,4,12,群馬県,Gunma,90,1495,83,,5,2,4.42
2020,4,12,埼玉県,Saitama,386,2216,355,,26,5,1.83
2020,4,12,千葉県,Chiba,455,1743,412,,39,4,2.08
2020,4,12,東京都,Tokyo,2124,6704,2030,37,52,42,1.51
2020,4,12,神奈川県,Kanagawa,545,2604,427,,44,7,1.63
2020,4,12,新潟県,Niigata,42,1587,18,,24,0,5.18
2020,4,12,富山県,Toyama,30,646,30,,0,0,
2020,4,12,石川県,Ishikawa,113,562,108,,5,0,1.67
2020,4,12,福井県,Fukui,88,515,80,,6,2,0.98
2020,4,12,山梨県,Yamanashi,35,1013,33,,2,0,1.89
2020,4,12,長野県,Nagano,29,899,26,,3,0,2.81
2020,4,12,岐阜県,Gifu,105,1185,99,,5,1,1.58
2020,4,12,静岡県,Shizuoka,41,1426,38,,3,0,3.23
2020,4,12,愛知県,Aichi,319,3990,234,,63,22,1.36
2020,4,12,三重県,Mie,17,906,8,,9,0,1
2020,4,12,滋賀県,Shiga,38,487,35,,3,0,1.44
2020,4,12,京都府,Kyoto,193,1968,157,,33,3,1.18
2020,4,12,大阪府,Osaka,811,7359,679,,148,6,1.65
2020,4,12,兵庫県,Hyogo,375,4284,252,8,95,14,1.9
2020,4,12,奈良県,Nara,41,539,33,,8,0,1.1
2020,4,12,和歌山県,Wakayama,34,1989,16,,17,1,1.09
2020,4,12,鳥取県,Tottori,1,299,1,,0,0,
2020,4,12,島根県,Shimane,7,205,7,,0,0,
2020,4,12,岡山県,Okayama,16,595,15,,1,0,0.71
2020,4,12,広島県,Hiroshima,56,1754,53,,3,0,2.69
2020,4,12,山口県,Yamaguchi,23,557,20,,3,0,4.22
2020,4,12,徳島県,Tokushima,3,228,0,,3,0,0
2020,4,12,香川県,Kagawa,8,480,7,,1,0,3.6
2020,4,12,愛媛県,Ehime,30,545,24,,4,2,1.78
2020,4,12,高知県,Kochi,60,814,46,,14,0,1.46
2020,4,12,福岡県,Fukuoka,362,4137,355,,7,0,2.14
2020,4,12,佐賀県,Saga,13,367,12,,1,0,0.79
2020,4,12,長崎県,Nagasaki,14,933,12,,2,0,0.79
2020,4,12,熊本県,Kumamoto,28,1728,23,,4,1,0.85
2020,4,12,大分県,Oita,42,2070,32,,10,0,2.53
2020,4,12,宮崎県,Miyazaki,17,612,14,,3,0,2.53
2020,4,12,鹿児島県,Kagoshima,4,523,4,,0,0,0.61
2020,4,12,沖縄県,Okinawa,65,680,63,,3,0,3.65
2020,4,13,北海道,Hokkaido,272,3257,100,6,161,11,2.97
2020,4,13,青森県,Aomori,22,391,18,,4,0,2.06
2020,4,13,岩手県,Iwate,0,155,0,,0,0,
2020,4,13,宮城県,Miyagi,54,816,49,,5,0,1.27
2020,4,13,秋田県,Akita,15,555,10,,5,0,0.67
2020,4,13,山形県,Yamagata,35,932,35,,0,0,
2020,4,13,福島県,Fukushima,38,701,35,,3,0,1.38
2020,4,13,茨城県,Ibaraki,110,2501,97,,10,3,0.83
2020,4,13,栃木県,Tochigi,36,1082,29,,7,0,5.54
2020,4,13,群馬県,Gunma,91,1717,84,,5,2,4.47
2020,4,13,埼玉県,Saitama,414,2415,383,,26,5,1.62
2020,4,13,千葉県,Chiba,474,2329,431,,39,4,1.86
2020,4,13,東京都,Tokyo,2224,6954,2130,40,52,42,1.41
2020,4,13,神奈川県,Kanagawa,560,3116,505,,55,12,1.64
2020,4,13,新潟県,Niigata,42,1670,17,,25,0,5.18
2020,4,13,富山県,Toyama,49,910,48,,1,0,
2020,4,13,石川県,Ishikawa,121,718,116,,5,0,1.78
2020,4,13,福井県,Fukui,92,710,83,,7,2,0.88
2020,4,13,山梨県,Yamanashi,35,1157,33,,2,0,1.83
2020,4,13,長野県,Nagano,34,1068,30,,4,0,2.36
2020,4,13,岐阜県,Gifu,112,1442,106,,5,1,1.66
2020,4,13,静岡県,Shizuoka,46,1606,43,,3,0,3.6
2020,4,13,愛知県,Aichi,328,4201,242,,63,23,1.24
2020,4,13,三重県,Mie,17,995,6,,11,0,1.64
2020,4,13,滋賀県,Shiga,40,552,35,,5,0,1.54
2020,4,13,京都府,Kyoto,205,2225,169,,33,3,1.22
2020,4,13,大阪府,Osaka,835,7501,683,,152,6,1.59
2020,4,13,兵庫県,Hyogo,384,4439,237,18,107,15,1.89
2020,4,13,奈良県,Nara,44,618,36,,8,0,1.14
2020,4,13,和歌山県,Wakayama,34,2092,16,,17,1,0.78
2020,4,13,鳥取県,Tottori,1,378,1,,0,0,
2020,4,13,島根県,Shimane,8,366,8,,0,0,
2020,4,13,岡山県,Okayama,16,669,15,,1,0,0.79
2020,4,13,広島県,Hiroshima,57,2091,54,,3,0,2.74
2020,4,13,山口県,Yamaguchi,24,657,19,,5,0,1.64
2020,4,13,徳島県,Tokushima,3,236,0,,3,0,0
2020,4,13,香川県,Kagawa,16,546,15,,1,0,6.59
2020,4,13,愛媛県,Ehime,37,631,31,,4,2,1.81
2020,4,13,高知県,Kochi,60,913,44,,16,0,1.25
2020,4,13,福岡県,Fukuoka,373,5051,366,,7,0,2.13
2020,4,13,佐賀県,Saga,13,405,12,,1,0,0.79
2020,4,13,長崎県,Nagasaki,14,1106,12,,2,0,0.79
2020,4,13,熊本県,Kumamoto,28,1877,22,,5,1,0.92
2020,4,13,大分県,Oita,43,2161,33,,10,0,2.06
2020,4,13,宮崎県,Miyazaki,17,703,14,,3,0,1.92
2020,4,13,鹿児島県,Kagoshima,4,614,4,,0,0,0.61
2020,4,13,沖縄県,Okinawa,72,816,69,,3,0,2.62
2020,4,14,北海道,Hokkaido,290,3297,106,6,161,13,2.87
2020,4,14,青森県,Aomori,22,410,17,,5,0,2.53
2020,4,14,岩手県,Iwate,0,170,0,,0,0,
2020,4,14,宮城県,Miyagi,64,852,59,,5,0,1.55
2020,4,14,秋田県,Akita,16,603,11,,5,0,1
2020,4,14,山形県,Yamagata,39,1055,39,,0,0,
2020,4,14,福島県,Fukushima,39,706,36,,3,0,0.81
2020,4,14,茨城県,Ibaraki,116,2719,103,,10,3,0.8
2020,4,14,栃木県,Tochigi,38,1121,31,,7,0,9.39
2020,4,14,群馬県,Gunma,97,1787,90,,5,2,3.93
2020,4,14,埼玉県,Saitama,433,3056,399,,27,7,1.65
2020,4,14,千葉県,Chiba,490,2447,440,,45,5,1.47
2020,4,14,東京都,Tokyo,2383,7045,2284,40,52,47,1.46
2020,4,14,神奈川県,Kanagawa,580,3306,525,,55,14,1.62
2020,4,14,新潟県,Niigata,45,1787,20,,25,0,2.53
2020,4,14,富山県,Toyama,54,956,53,,1,0,3.01
2020,4,14,石川県,Ishikawa,131,778,125,,5,1,1.7
2020,4,14,福井県,Fukui,92,765,82,,8,2,0.89
2020,4,14,山梨県,Yamanashi,36,1205,34,,2,0,1.21
2020,4,14,長野県,Nagano,35,1106,31,,4,0,2.45
2020,4,14,岐阜県,Gifu,127,1519,120,,6,1,2.04
2020,4,14,静岡県,Shizuoka,46,1647,43,,3,0,4.8
2020,4,14,愛知県,Aichi,338,4250,251,,63,24,0.98
2020,4,14,三重県,Mie,19,1002,8,,11,0,2.19
2020,4,14,滋賀県,Shiga,51,599,46,,5,0,2.19
2020,4,14,京都府,Kyoto,210,2275,173,,34,3,1
2020,4,14,大阪府,Osaka,894,7940,736,,171,7,1.49
2020,4,14,兵庫県,Hyogo,403,4684,242,23,107,15,1.73
2020,4,14,奈良県,Nara,47,641,39,,8,0,1.08
2020,4,14,和歌山県,Wakayama,35,2119,17,,17,1,0.72
2020,4,14,鳥取県,Tottori,1,432,1,,0,0,
2020,4,14,島根県,Shimane,10,442,10,,0,0,
2020,4,14,岡山県,Okayama,16,688,15,,1,0,0.61
2020,4,14,広島県,Hiroshima,66,2276,63,,3,0,2.5
2020,4,14,山口県,Yamaguchi,25,738,20,,5,0,1.47
2020,4,14,徳島県,Tokushima,3,248,0,,3,0,
2020,4,14,香川県,Kagawa,20,637,19,,1,0,
2020,4,14,愛媛県,Ehime,39,653,33,,4,2,1.1
2020,4,14,高知県,Kochi,60,935,44,,16,0,1.18
2020,4,14,福岡県,Fukuoka,403,5195,371,,32,0,2.12
2020,4,14,佐賀県,Saga,15,422,14,,1,0,0.9
2020,4,14,長崎県,Nagasaki,14,1142,12,,2,0,0.79
2020,4,14,熊本県,Kumamoto,29,1944,23,,5,1,1.1
2020,4,14,大分県,Oita,43,2172,30,,13,0,2.53
2020,4,14,宮崎県,Miyazaki,17,733,14,,3,0,1.92
2020,4,14,鹿児島県,Kagoshima,4,628,4,,0,0,0.61
2020,4,14,沖縄県,Okinawa,76,856,73,,3,0,1.52
2020,4,15,北海道,Hokkaido,313,3479,128,6,164,14,2.71
2020,4,15,青森県,Aomori,22,433,17,,5,0,1.92
2020,4,15,岩手県,Iwate,0,181,0,,0,0,
2020,4,15,宮城県,Miyagi,65,992,59,,6,0,1.1
2020,4,15,秋田県,Akita,16,666,11,,5,0,1
2020,4,15,山形県,Yamagata,45,1118,45,,0,0,1.07
2020,4,15,福島県,Fukushima,40,786,37,,3,0,0.59
2020,4,15,茨城県,Ibaraki,119,2883,104,,10,5,0.85
2020,4,15,栃木県,Tochigi,39,1167,32,,7,0,1.96
2020,4,15,群馬県,Gunma,107,1866,98,,5,4,4.68
2020,4,15,埼玉県,Saitama,479,3635,444,,28,7,1.45
2020,4,15,千葉県,Chiba,525,2688,475,,45,5,1.31
2020,4,15,東京都,Tokyo,2510,7205,2405,42,52,53,1.31
2020,4,15,神奈川県,Kanagawa,620,3476,544,,55,15,1.26
2020,4,15,新潟県,Niigata,46,1874,21,,25,0,1.34
2020,4,15,富山県,Toyama,54,1021,53,,1,0,2.9
2020,4,15,石川県,Ishikawa,140,826,131,,5,4,1.3
2020,4,15,福井県,Fukui,100,865,90,,8,2,0.8
2020,4,15,山梨県,Yamanashi,39,1295,37,,2,0,1.15
2020,4,15,長野県,Nagano,36,1159,32,,4,0,1.46
2020,4,15,岐阜県,Gifu,128,1626,115,,12,1,1.18
2020,4,15,静岡県,Shizuoka,47,1790,44,,3,0,2.47
2020,4,15,愛知県,Aichi,350,4784,260,,66,24,0.81
2020,4,15,三重県,Mie,20,1039,9,,11,0,2.45
2020,4,15,滋賀県,Shiga,52,636,47,,5,0,1.49
2020,4,15,京都府,Kyoto,215,2362,175,,37,3,0.89
2020,4,15,大阪府,Osaka,968,8481,806,,179,8,1.52
2020,4,15,兵庫県,Hyogo,423,4899,252,25,108,15,1.66
2020,4,15,奈良県,Nara,53,676,43,,9,1,1.36
2020,4,15,和歌山県,Wakayama,37,2197,17,,19,1,0.8
2020,4,15,鳥取県,Tottori,1,446,1,,0,0,
2020,4,15,島根県,Shimane,13,517,13,,0,0,
2020,4,15,岡山県,Okayama,16,722,15,,1,0,0.18
2020,4,15,広島県,Hiroshima,67,2334,64,,3,0,1.97
2020,4,15,山口県,Yamaguchi,28,773,23,,5,0,1
2020,4,15,徳島県,Tokushima,3,259,0,,3,0,
2020,4,15,香川県,Kagawa,20,721,19,,1,0,7.57
2020,4,15,愛媛県,Ehime,40,680,34,,4,2,0.95
2020,4,15,高知県,Kochi,62,1007,46,,16,0,1.32
2020,4,15,福岡県,Fukuoka,433,5667,382,,45,6,1.92
2020,4,15,佐賀県,Saga,15,451,16,,1,0,0.67
2020,4,15,長崎県,Nagasaki,15,1221,13,,2,0,0.55
2020,4,15,熊本県,Kumamoto,31,2056,25,,5,1,1
2020,4,15,大分県,Oita,50,2239,37,,13,0,0.81
2020,4,15,宮崎県,Miyazaki,17,790,13,,4,0,0.66
2020,4,15,鹿児島県,Kagoshima,4,699,4,,0,0,1
2020,4,15,沖縄県,Okinawa,86,931,83,,3,0,1.43
2020,4,16,北海道,Hokkaido,336,3625,159,7,171,14,2.02
2020,4,16,青森県,Aomori,22,447,17,,5,0,1.4
2020,4,16,岩手県,Iwate,0,205,0,,0,0,
2020,4,16,宮城県,Miyagi,75,1109,67,,8,0,1.41
2020,4,16,秋田県,Akita,16,688,11,,5,0,1.17
2020,4,16,山形県,Yamagata,50,1276,50,,0,0,0.92
2020,4,16,福島県,Fukushima,49,924,46,,3,0,0.73
2020,4,16,茨城県,Ibaraki,123,2883,108,,10,5,0.82
2020,4,16,栃木県,Tochigi,42,1233,34,,8,0,0.73
2020,4,16,群馬県,Gunma,109,1924,100,,5,4,3.53
2020,4,16,埼玉県,Saitama,535,3836,494,,32,9,1.44
2020,4,16,千葉県,Chiba,539,3006,482,,51,6,1.16
2020,4,16,東京都,Tokyo,2661,7715,2553,50,52,56,1.2
2020,4,16,神奈川県,Kanagawa,675,3682,602,,55,16,1.33
2020,4,16,新潟県,Niigata,47,1910,18,,29,0,1
2020,4,16,富山県,Toyama,65,1177,63,,2,0,3.65
2020,4,16,石川県,Ishikawa,146,903,137,,5,4,1.22
2020,4,16,福井県,Fukui,103,918,93,,8,2,0.82
2020,4,16,山梨県,Yamanashi,43,1367,34,,9,0,1.18
2020,4,16,長野県,Nagano,45,1219,41,,4,0,1.64
2020,4,16,岐阜県,Gifu,132,1727,115,,16,1,1.03
2020,4,16,静岡県,Shizuoka,48,1867,43,,5,0,2.3
2020,4,16,愛知県,Aichi,364,5008,274,,66,24,0.67
2020,4,16,三重県,Mie,26,1092,14,,11,1,2.53
2020,4,16,滋賀県,Shiga,57,715,48,,8,1,1.47
2020,4,16,京都府,Kyoto,225,2464,183,,39,3,0.87
2020,4,16,大阪府,Osaka,1020,9020,838,,202,8,1.22
2020,4,16,兵庫県,Hyogo,454,5112,266,26,118,16,1.28
2020,4,16,奈良県,Nara,54,733,44,,9,1,1.23
2020,4,16,和歌山県,Wakayama,38,2239,18,,19,1,0.61
2020,4,16,鳥取県,Tottori,1,477,1,,0,0,
2020,4,16,島根県,Shimane,14,558,14,,0,0,
2020,4,16,岡山県,Okayama,18,748,17,,1,0,0.34
2020,4,16,広島県,Hiroshima,118,2733,115,,3,0,3.11
2020,4,16,山口県,Yamaguchi,29,885,24,,5,0,1.06
2020,4,16,徳島県,Tokushima,3,277,0,,3,0,
2020,4,16,香川県,Kagawa,21,833,20,,1,0,7.88
2020,4,16,愛媛県,Ehime,41,708,35,,4,2,1
2020,4,16,高知県,Kochi,62,1039,43,,18,1,0.68
2020,4,16,福岡県,Fukuoka,459,6110,401,,52,6,1.74
2020,4,16,佐賀県,Saga,15,489,14,,1,0,0.67
2020,4,16,長崎県,Nagasaki,16,1258,14,,2,0,0.34
2020,4,16,熊本県,Kumamoto,31,2131,25,,5,1,1
2020,4,16,大分県,Oita,50,2325,32,,17,1,0.87
2020,4,16,宮崎県,Miyazaki,17,802,13,,4,0,0.16
2020,4,16,鹿児島県,Kagoshima,4,699,3,,1,0,
2020,4,16,沖縄県,Okinawa,94,1025,79,,6,1,1.43
2020,4,17,北海道,Hokkaido,369,3735,185,9,177,16,2.01
2020,4,17,青森県,Aomori,22,468,17,,5,0,2.01
2020,4,17,岩手県,Iwate,0,212,0,,0,0,
2020,4,17,宮城県,Miyagi,79,1203,71,,8,0,1.49
2020,4,17,秋田県,Akita,16,706,11,,5,0,1.23
2020,4,17,山形県,Yamagata,58,1415,58,,0,0,1.13
2020,4,17,福島県,Fukushima,52,924,49,,3,0,0.69
2020,4,17,茨城県,Ibaraki,131,3159,115,,11,5,1.49
2020,4,17,栃木県,Tochigi,44,1328,36,,8,0,0.83
2020,4,17,群馬県,Gunma,114,1959,105,,5,4,4.09
2020,4,17,埼玉県,Saitama,575,3836,534,,32,9,1.2
2020,4,17,千葉県,Chiba,609,3286,549,,54,6,1.19
2020,4,17,東京都,Tokyo,2867,8044,2752,54,52,63,1.11
2020,4,17,神奈川県,Kanagawa,709,3888,639,,55,16,1.16
2020,4,17,新潟県,Niigata,53,2024,24,,29,0,1.23
2020,4,17,富山県,Toyama,69,1274,67,,2,0,2.23
2020,4,17,石川県,Ishikawa,160,977,151,,5,4,1
2020,4,17,福井県,Fukui,104,955,94,,8,2,0.84
2020,4,17,山梨県,Yamanashi,46,1435,37,,9,0,1.04
2020,4,17,長野県,Nagano,47,1271,43,,4,0,1.04
2020,4,17,岐阜県,Gifu,136,1892,118,,16,2,1.18
2020,4,17,静岡県,Shizuoka,50,2011,46,,5,0,0.71
2020,4,17,愛知県,Aichi,374,5008,284,,66,24,0.64
2020,4,17,三重県,Mie,32,1144,20,,11,1,3.45
2020,4,17,滋賀県,Shiga,68,760,57,,10,1,1.46
2020,4,17,京都府,Kyoto,235,2565,179,,53,3,0.91
2020,4,17,大阪府,Osaka,1075,9517,885,,213,9,1.06
2020,4,17,兵庫県,Hyogo,481,5335,273,27,118,17,1.12
2020,4,17,奈良県,Nara,56,777,43,,12,1,1.13
2020,4,17,和歌山県,Wakayama,39,2263,19,,19,1,0.61
2020,4,17,鳥取県,Tottori,1,543,1,,0,0,
2020,4,17,島根県,Shimane,15,606,15,,0,0,
2020,4,17,岡山県,Okayama,18,775,17,,1,0,0.41
2020,4,17,広島県,Hiroshima,124,2733,116,,8,0,3.52
2020,4,17,山口県,Yamaguchi,30,977,25,,5,0,1.21
2020,4,17,徳島県,Tokushima,3,298,0,,3,0,
2020,4,17,香川県,Kagawa,24,967,23,,1,0,5.18
2020,4,17,愛媛県,Ehime,41,708,35,,4,2,0.83
2020,4,17,高知県,Kochi,63,1039,44,,18,1,0.48
2020,4,17,福岡県,Fukuoka,476,6414,401,,66,9,1.4
2020,4,17,佐賀県,Saga,16,513,15,,1,0,0.67
2020,4,17,長崎県,Nagasaki,16,1325,15,,2,0,0.41
2020,4,17,熊本県,Kumamoto,35,2204,28,,6,1,1.34
2020,4,17,大分県,Oita,54,2399,36,,17,1,1.06
2020,4,17,宮崎県,Miyazaki,17,841,13,,4,0,0.17
2020,4,17,鹿児島県,Kagoshima,6,732,5,,1,0,
2020,4,17,沖縄県,Okinawa,101,1030,94,,6,1,1.29
2020,4,18,北海道,Hokkaido,407,3987,220,9,177,18,1.9
2020,4,18,青森県,Aomori,22,483,16,,6,0,0
2020,4,18,岩手県,Iwate,0,212,0,,0,0,
2020,4,18,宮城県,Miyagi,83,1203,75,,8,0,1.29
2020,4,18,秋田県,Akita,16,706,11,,5,0,1
2020,4,18,山形県,Yamagata,60,1415,50,,10,0,1.05
2020,4,18,福島県,Fukushima,60,924,57,,3,0,1
2020,4,18,茨城県,Ibaraki,135,3159,116,,14,5,1.26
2020,4,18,栃木県,Tochigi,44,1330,36,,8,0,0.75
2020,4,18,群馬県,Gunma,120,1970,111,,5,4,0.82
2020,4,18,埼玉県,Saitama,610,3836,569,,32,9,1.26
2020,4,18,千葉県,Chiba,643,3308,569,,67,7,1.14
2020,4,18,東京都,Tokyo,3053,8403,2933,55,52,68,1.04
2020,4,18,神奈川県,Kanagawa,753,3911,670,,68,16,0.91
2020,4,18,新潟県,Niigata,56,2024,27,,29,0,1.44
2020,4,18,富山県,Toyama,79,1274,77,,2,0,2.84
2020,4,18,石川県,Ishikawa,173,977,164,,5,4,0.97
2020,4,18,福井県,Fukui,106,955,94,,8,4,0.59
2020,4,18,山梨県,Yamanashi,48,1435,39,,9,0,0.82
2020,4,18,長野県,Nagano,47,1273,43,,4,0,1.08
2020,4,18,岐阜県,Gifu,137,1892,119,,16,2,0.97
2020,4,18,静岡県,Shizuoka,50,2011,42,,8,0,0.5
2020,4,18,愛知県,Aichi,391,5008,301,,66,24,0.8
2020,4,18,三重県,Mie,35,1144,23,,11,1,2.5
2020,4,18,滋賀県,Shiga,70,760,59,,10,1,1.35
2020,4,18,京都府,Kyoto,242,2565,186,,53,3,0.85
2020,4,18,大阪府,Osaka,1163,10121,934,,227,10,1.03
2020,4,18,兵庫県,Hyogo,502,5541,291,27,118,17,0.9
2020,4,18,奈良県,Nara,60,777,47,,12,1,1.27
2020,4,18,和歌山県,Wakayama,40,2274,20,,19,1,0.68
2020,4,18,鳥取県,Tottori,3,543,3,,0,0,
2020,4,18,島根県,Shimane,15,649,15,,0,0,
2020,4,18,岡山県,Okayama,18,775,15,,3,0,0.46
2020,4,18,広島県,Hiroshima,129,2764,118,,11,0,3.35
2020,4,18,山口県,Yamaguchi,30,1027,25,,5,0,0.94
2020,4,18,徳島県,Tokushima,3,298,0,,3,0,
2020,4,18,香川県,Kagawa,24,967,23,,1,0,5.18
2020,4,18,愛媛県,Ehime,44,708,36,,5,3,0.84
2020,4,18,高知県,Kochi,64,1084,45,,18,1,0.46
2020,4,18,福岡県,Fukuoka,500,6442,424,,66,10,0.72
2020,4,18,佐賀県,Saga,16,583,15,,1,0,0.75
2020,4,18,長崎県,Nagasaki,16,1325,15,,2,0,0.46
2020,4,18,熊本県,Kumamoto,35,2208,28,,6,1,1.47
2020,4,18,大分県,Oita,54,2426,36,,17,1,1.06
2020,4,18,宮崎県,Miyazaki,17,841,13,,4,0,0
2020,4,18,鹿児島県,Kagoshima,7,734,6,,1,0,2.19
2020,4,18,沖縄県,Okinawa,110,1030,94,,6,1,1.24
2020,4,19,北海道,Hokkaido,434,4245,245,9,179,18,1.81
2020,4,19,青森県,Aomori,22,494,16,,6,0,0
2020,4,19,岩手県,Iwate,0,234,0,,0,0,
2020,4,19,宮城県,Miyagi,83,1203,75,,8,0,1.05
2020,4,19,秋田県,Akita,16,706,11,,5,0,0.37
2020,4,19,山形県,Yamagata,61,1415,51,,10,0,1.09
2020,4,19,福島県,Fukushima,62,1075,59,,3,0,1.06
2020,4,19,茨城県,Ibaraki,139,3159,118,,16,5,0.75
2020,4,19,栃木県,Tochigi,46,1330,38,,8,0,0.63
2020,4,19,群馬県,Gunma,122,1973,103,,14,5,0.61
2020,4,19,埼玉県,Saitama,642,4618,601,,32,9,1.14
2020,4,19,千葉県,Chiba,661,3411,582,,71,8,0.96
2020,4,19,東京都,Tokyo,3162,8707,2794,57,297,71,0.97
2020,4,19,神奈川県,Kanagawa,783,3912,694,,73,17,0.89
2020,4,19,新潟県,Niigata,56,2024,27,,29,0,1.27
2020,4,19,富山県,Toyama,92,1274,87,,4,1,2.24
2020,4,19,石川県,Ishikawa,178,977,169,,5,4,0.95
2020,4,19,福井県,Fukui,112,955,85,,23,4,0.73
2020,4,19,山梨県,Yamanashi,49,1435,40,,9,0,0.72
2020,4,19,長野県,Nagano,52,1273,48,,4,0,1.24
2020,4,19,岐阜県,Gifu,139,1892,120,,16,3,0.71
2020,4,19,静岡県,Shizuoka,52,2040,44,,8,0,0.48
2020,4,19,愛知県,Aichi,401,5175,310,,66,25,0.92
2020,4,19,三重県,Mie,36,1144,24,,11,1,3.04
2020,4,19,滋賀県,Shiga,71,760,60,,10,1,1.43
2020,4,19,京都府,Kyoto,251,2565,178,,70,3,0.78
2020,4,19,大阪府,Osaka,1211,10567,967,,237,12,0.99
2020,4,19,兵庫県,Hyogo,513,5667,306,28,127,19,0.85
2020,4,19,奈良県,Nara,62,777,47,,14,1,1.21
2020,4,19,和歌山県,Wakayama,46,2312,25,,20,1,1.23
2020,4,19,鳥取県,Tottori,3,543,3,,0,0,
